id,title,comments,journal-ref,doi,report-no,categories,license,abstract,authors_parsed,pages
0704.0737,Jumping Through Loops: On Soft Terms from Large Volume Compactifications,57 pages,"JHEP0709:031,2007",10.1088/1126-6708/2007/09/031,"AEI-2007-020, LMU-ASC-21/07",['hep-th'],,"  We subject the phenomenologically successful large volume scenario of
hep-th/0502058 to a first consistency check in string theory. In particular, we
consider whether the expansion of the string effective action is consistent in
the presence of D-branes and O-planes. Due to the no-scale structure at
tree-level, the scenario is surprisingly robust. We compute the modification of
soft supersymmetry breaking terms, and find only subleading corrections. We
also comment that for large-volume limits of toroidal orientifolds and fibered
Calabi-Yau manifolds the corrections can be more important, and we discuss
further checks that need to be performed.
","[['Berg', 'Marcus', ''], ['Haack', 'Michael', ''], ['Pajer', 'Enrico', '']]",57.0
0704.0738,Driven activation versus thermal activation,"5 pages, 3 figures",EPL 79 (2007) 26001,10.1209/0295-5075/79/26001,,"['cond-mat.stat-mech', 'cond-mat.dis-nn']",,"  Activated dynamics in a glassy system undergoing steady shear deformation is
studied by numerical simulations. Our results show that the external driving
force has a strong influence on the barrier crossing rate, even though the
reaction coordinate is only weakly coupled to the nonequilibrium system. This
""driven activation"" can be quantified by introducing in the Arrhenius
expression an effective temperature, which is close to the one determined from
the fluctuation-dissipation relation. This conclusion is supported by
analytical results for a simplified model system.
","[['Ilg', 'Patrick', ''], ['Barrat', 'Jean-Louis', '']]",5.0
0704.0739,"Computation of Power Loss in Likelihood Ratio Tests for Probability
  Densities Extended by Lehmann Alternatives","6 pages, one figure; Corrected minor typographic errors (pay special
  attention to one in equation 4)",,,,"['math.ST', 'math.PR', 'stat.ME', 'stat.TH']",,"  We compute the loss of power in likelihood ratio tests when we test the
original parameter of a probability density extended by the first Lehmann
alternative.
","[['Soares', 'Lucas Gallindo Martins', '']]",6.0
0704.0740,Vertical dynamics of disk galaxies in MOND,"8 pages, 7 figures. Accepted for publication in MNRAS. Added
  reference","Mon.Not.Roy.Astron.Soc.379:597-604,2007",10.1111/j.1365-2966.2007.11835.x,,['astro-ph'],,"  We investigate the possibility of discriminating between Modified Newtonian
Dynamics (MOND) and Newtonian gravity with dark matter, by studying the
vertical dynamics of disk galaxies. We consider models with the same circular
velocity in the equatorial plane (purely baryonic disks in MOND and the same
disks in Newtonian gravity embedded in spherical dark matter haloes), and we
construct their intrinsic and projected kinematical fields by solving the Jeans
equations under the assumption of a two-integral distribution function. We
found that the vertical velocity dispersion of deep-MOND disks can be much
larger than in the equivalent spherical Newtonian models. However, in the more
realistic case of high-surface density disks this effect is significantly
reduced, casting doubts on the possibility of discriminating between MOND and
Newtonian gravity with dark matter by using current observations.
","[['Nipoti', 'Carlo', ''], ['Londrillo', 'Pasquale', ''], ['Zhao', 'HongSheng', ''], ['Ciotti', 'Luca', '']]",8.0
0704.0741,"Al'tshuler-Aronov correction to the conductivity of a large metallic
  square network","6 pages, RevTex4, 3 eps figures","Phys. Rev. B 76, 094202 (2007)",10.1103/PhysRevB.76.094202,,"['cond-mat.dis-nn', 'cond-mat.mes-hall']",,"  We consider the correction $\Delta\sigma_\mathrm{ee}$ due to
electron-electron interaction to the conductivity of a weakly disordered metal
(Al'tshuler-Aronov correction). The correction is related to the spectral
determinant of the Laplace operator. The case of a large square metallic
network is considered. The variation of $\Delta\sigma_\mathrm{ee}(L_T)$ as a
function of the thermal length $L_T$ is found very similar to the variation of
the weak localization $\Delta\sigma_\mathrm{WL}(L_\phi)$ as a function of the
phase coherence length. Our result for $\Delta\sigma_\mathrm{ee}$ interpolates
between the known 1d and 2d results, but the interaction parameter entering the
expression of $\Delta\sigma_\mathrm{ee}$ keeps a 1d behaviour. Quite
surprisingly, the result is very close to the 2d logarithmic behaviour already
for $L_T\sim{a}/2$, where $a$ is the lattice parameter.
","[['Texier', 'Christophe', ''], ['Montambaux', 'Gilles', '']]",6.0
0704.0742,"Magnetoconductance oscillations in metallic rings and decoherence due to
  electron-electron interaction","4 pages, LaTeX, 2 eps figures, proceedings of the 6th rencontres du
  Vietnam ""Nanophysics: from fundamentals to applications"", Hanoi, 6-12 August
  2006",,,,"['cond-mat.dis-nn', 'cond-mat.mes-hall']",,"  We study weak localization in chains of metallic rings. We show than
nonlocality of quantum transport can drastically affect the behaviour of the
harmonics of magnetoconductance oscillations. Two different geometries are
considered: the case of rings separated by long wires compared to the phase
coherence length and the case of contacted rings. In a second part we discuss
the role of decoherence due to electron-electron interaction in these two
geometries.
","[['Texier', 'Christophe', ''], ['Montambaux', 'Gilles', '']]",4.0
0704.0743,Diatomic molecule as a quantum entanglement switch,"To be presented on ""The International Conference on Strongly
  Correlated Electron Systems"" SCES'07, May 13-18, Houston, USA","Physica B 403, 1534 (2008)",10.1016/j.physb.2007.10.182,,['cond-mat.str-el'],,"  We investigate a pair entanglement of electrons in diatomic molecule, modeled
as a correlated double quantum dot attached to the leads. The low-temperature
properties are derived from the ground state obtained by utilizing the
Rejec-Ramsak variational technique within the framework of EDABI method, which
combines exact diagonalization with ab initio calculations. The results show,
that single-particle basis renormalization modifies the entanglement-switch
effectiveness significantly. We also found the entanglement signature of a
competition between an extended Kondo and singlet phases.
","[['Rycerz', 'Adam', '']]",
0704.0744,Quantifying social group evolution,"11 pages, 4 figures","Nature 446, 664 (2007)",10.1038/nature05670,,"['stat.ME', 'physics.soc-ph', 'stat.AP']",,"  The rich set of interactions between individuals in the society results in
complex community structure, capturing highly connected circles of friends,
families, or professional cliques in a social network. Thanks to frequent
changes in the activity and communication patterns of individuals, the
associated social and communication network is subject to constant evolution.
Our knowledge of the mechanisms governing the underlying community dynamics is
limited, but is essential for a deeper understanding of the development and
self-optimisation of the society as a whole. We have developed a new algorithm
based on clique percolation, that allows, for the first time, to investigate
the time dependence of overlapping communities on a large scale and as such, to
uncover basic relationships characterising community evolution. Our focus is on
networks capturing the collaboration between scientists and the calls between
mobile phone users. We find that large groups persist longer if they are
capable of dynamically altering their membership, suggesting that an ability to
change the composition results in better adaptability. The behaviour of small
groups displays the opposite tendency, the condition for stability being that
their composition remains unchanged. We also show that the knowledge of the
time commitment of the members to a given community can be used for estimating
the community's lifetime. These findings offer a new view on the fundamental
differences between the dynamics of small groups and large institutions.
","[['Palla', 'Gergely', ''], ['Barabasi', 'Albert-Laszlo', ''], ['Vicsek', 'Tamas', '']]",11.0
0704.0745,"Weak and Strong Taylor methods for numerical solutions of stochastic
  differential equations",18 pages,,,,"['q-fin.CP', 'math.PR']",,"  We apply results of Malliavin-Thalmaier-Watanabe for strong and weak Taylor
expansions of solutions of perturbed stochastic differential equations (SDEs).
In particular, we work out weight expressions for the Taylor coefficients of
the expansion. The results are applied to LIBOR market models in order to deal
with the typical stochastic drift and with stochastic volatility. In contrast
to other accurate methods like numerical schemes for the full SDE, we obtain
easily tractable expressions for accurate pricing. In particular, we present an
easily tractable alternative to ``freezing the drift'' in LIBOR market models,
which has an accuracy similar to the full numerical scheme. Numerical examples
underline the results.
","[['Siopacha', 'Maria', ''], ['Teichmann', 'Josef', '']]",18.0
0704.0746,Finite bias visibility of the electronic Mach-Zehnder interferometer,"4 pages, 5 figures","Phys. Rev. B 76, 161309 (2007)",10.1103/PhysRevB.76.161309,,['cond-mat.mes-hall'],,"  We present an original statistical method to measure the visibility of
interferences in an electronic Mach-Zehnder interferometer in the presence of
low frequency fluctuations. The visibility presents a single side lobe
structure shown to result from a gaussian phase averaging whose variance is
quadratic with the bias. To reinforce our approach and validate our statistical
method, the same experiment is also realized with a stable sample. It exhibits
the same visibility behavior as the fluctuating one, indicating the intrinsic
character of finite bias phase averaging. In both samples, the dilution of the
impinging current reduces the variance of the gaussian distribution.
","[['Roulleau', 'Preden', ''], ['Portier', 'F.', ''], ['Glattli', 'D. C.', ''], ['Roche', 'P.', ''], ['Cavanna', 'A.', ''], ['Gaini', 'G.', ''], ['Gennser', 'U.', ''], ['Mailly', 'D.', '']]",4.0
0704.0747,A note on higher-order differential operations,,"Univ. Beograd. Publ. Elektrotehn. Fak., Ser. Mat. 7 (1996),
  105--109",,,"['math.DG', 'math.CA']",,"  In this paper we consider successive iterations of the first-order
differential operations in space ${\bf R}^3.$
","[['Malesevic', 'Branko J.', '']]",
0704.0748,"Experimental Challenges Involved in Searches for Axion-Like Particles
  and Nonlinear Quantum Electrodynamic Effects by Sensitive Optical Techniques",7 pages PDF,,,,"['hep-th', 'hep-ph']",,"  We discuss the experimental techniques used to date for measuring the changes
in polarization state of a laser produced by a strong transverse magnetic field
acting in a vacuum. We point out the likely artifacts that can arise in such
experiments, with particular reference to the recent PVLAS observations and the
previous findings of the BFRT collaboration. Our observations are based on
studies with a photon-noise limited coherent homodyne interferometer with a
polarization sensitivity of 2x10^-8 rad Hz^(1/2) mW^(-1/2).
","[['Davis', 'Christopher C.', ''], ['Harris', 'Joseph', ''], ['Gammon', 'Robert W.', ''], ['Smolyaninov', 'Igor I.', ''], ['Cho', 'Kyuman', '']]",7.0
0704.0749,Binary Systems as Test-beds of Gravity Theories,"42 pages, 3 figures, Based on lectures given at the SIGRAV School ``A
  Century from Einstein Relativity: Probing Gravity Theories in Binary
  Systems'', Villa Olmo (Como Lake, Italy), 17-21 May 2005. To appear in the
  Proceedings, edited by M. Colpi et al. (to be published by Springer)",,,,['gr-qc'],,"  We review the general relativistic theory of the motion, and of the timing,
of binary systems containing compact objects (neutron stars or black holes).
Then we indicate the various ways one can use binary pulsar data to test the
strong-field and/or radiative aspects of General Relativity, and of general
classes of alternative theories of relativistic gravity.
","[['Damour', 'Thibault', '']]",42.0
0704.0750,"Some combinatorial aspects of differential operation compositions on
  space $R^n$",,"Univ. Beograd. Publ. Elektrotehn. Fak. Ser. Mat. 9 (1998), 29--33",,,"['math.DG', 'math.CA']",,"  In this paper we present a recurrent relation for counting meaningful
compositions of the higher-order differential operations on the space $R^{n}$
(n=3,4,...) and extract the non-trivial compositions of order higher than two.
","[['Malesevic', 'Branko J.', '']]",
0704.0751,Hyperbolicity in unbounded convex domains,"11 pages, v2 references added, v3 a proof modified",,,,['math.CV'],,"  We provide several equivalent characterizations of Kobayashi hyperbolicity in
unbounded convex domains in terms of peak and anti-peak functions at infinity,
affine lines, Bergman metric and iteration theory.
","[['Bracci', 'Filippo', ''], ['Saracco', 'Alberto', '']]",11.0
0704.0752,Actions for the Bosonic String with the Curved Worldsheet,"8 pages, Latex, no figure, Some minor changes are introduced","Braz. J. Phys. 38, 268-271 (2008)",10.1590/S0103-97332008000200010,,['hep-th'],,"  At first we introduce an action for the string, which leads to a worldsheet
that always is curved. For this action we study the Poincar\'e symmetry and the
associated conserved currents. Then, a generalization of the above action,
which contains an arbitrary function of the two-dimensional scalar curvature,
will be introduced. An extra scalar field enables us to modify these actions to
Weyl invariant models.
","[['Kamani', 'Davoud', '']]",8.0
0704.0753,"Bianchi Type I Massive String Magnetized Barotropic Perfect Fluid
  Cosmological Model in General Relativity","10 pages, no figure. Chin. Phys. Lett., Vol. 24, No. 8 (2007), to
  appear","Chin.Phys.Lett.24:2455-2458,2007",10.1088/0256-307X/24/8/082,,['gr-qc'],,"  Bianchi type I massive string cosmological model with magnetic field of
barotropic perfect fluid distribution through the techniques used by Latelier
and Stachel, is investigated. To get the deterministic model of the universe,
it is assumed that the universe is filled with barotropic perfect fluid
distribution. The magnetic field is due to electric current produced along
x-axis with infinite electrical conductivity. The behaviour of the model in
presence and absence of magnetic field together with other physical aspects is
further discussed.
","[['Bali', 'Raj', ''], ['Pareek', 'Umesh Kumar', ''], ['Pradhan', 'Anirudh', '']]",10.0
0704.0754,General Relativity Today,"49 pages, 5 figures, talk given at the Poincar\'e Seminar
  ``Gravitation et Exp\'erience'' (28 October 2006, Paris); to appear in the
  proceedings to be published by Birkh\""auser",,10.1007/978-3-7643-8524-8_1,,['gr-qc'],,"  After recalling the conceptual foundations and the basic structure of general
relativity, we review some of its main modern developments (apart from
cosmology) : (i) the post-Newtonian limit and weak-field tests in the solar
system, (ii) strong gravitational fields and black holes, (iii) strong-field
and radiative tests in binary pulsar observations, (iv) gravitational waves,
(v) general relativity and quantum theory.
","[['Damour', 'Thibault', '']]",49.0
0704.0755,A procedure for finding the k-th power of a matrix,Published elec. at http://www.maplesoft.com,,,,['math.GM'],,"  We give a new procedure in Maple for finding the k-th power of a martix. The
algorithm is based on the article [1].
","[['Malesevic', 'Branko', ''], ['Jovovic', 'Ivana', '']]",
0704.0756,The dynamical Casimir effect in braneworlds,"misprints corrected, matches published version","Phys.Rev.Lett.99:071601,2007",10.1103/PhysRevLett.99.071601,,"['hep-th', 'astro-ph', 'hep-ph']",,"  In braneworld cosmology the expanding Universe is realized as a brane moving
through a warped higher-dimensional spacetime. Like a moving mirror causes the
creation of photons out of vacuum fluctuations, a moving brane leads to
graviton production. We show that, very generically, Kaluza-Klein (KK)
particles scale like stiff matter with the expansion of the Universe and can
therefore not represent the dark matter in a warped braneworld. We present
results for the production of massless and KK gravitons for bouncing branes in
five-dimensional anti de Sitter space. We find that for a realistic bounce the
back reaction from the generated gravitons will be most likely relevant. This
letter summarizes the main results and conclusions from numerical simulations
which are presented in detail in a long paper [M.Ruser and R. Durrer, Phys.
Rev. D 76, 104014 (2007), arXiv:0704.0790]
","[['Durrer', 'Ruth', ''], ['Ruser', 'Marcus', '']]",
0704.0757,Bounds on Negativity of Superpositions,5 pages,"Physical Review A 76,022320(2007)",10.1103/PhysRevA.76.022320,,['quant-ph'],,"  The entanglement quantified by negativity of pure bipartite superposed states
is studied. We show that if the entanglement is quantified by the concurrence
two pure states of high fidelity to one another still have nearly the same
entanglement. Furthermore this conclusion can be guaranteed by our obtained
inequality, and the concurrence is shown to be a continuous function even in
infinite dimensions. The bounds on the negativity of superposed states in terms
of those of the states being superposed are obtained. These bounds can find
useful applications in estimating the amount of the entanglement of a given
pure state.
","[['Ou', 'Yong-Cheng', ''], ['Fan', 'Heng', '']]",5.0
0704.0758,Entangling Independent Photons by Time Measurement,"13 pages, 3 figures","Nature Physics 3, 692 - 695 (2007)",10.1038/nphys700,,['quant-ph'],,"  A quantum system composed of two or more subsystems can be in an entangled
state, i.e. a state in which the properties of the global system are well
defined but the properties of each subsystem are not. Entanglement is at the
heart of quantum physics, both for its conceptual foundations and for
applications in information processing and quantum communication. Remarkably,
entanglement can be ""swapped"": if one prepares two independent entangled pairs
A1-A2 and B1-B2, a joint measurement on A1 and B1 (called a ""Bell-State
Measurement"", BSM) has the effect of projecting A2 and B2 onto an entangled
state, although these two particles have never interacted or shared any common
past[1,2]. Experiments using twin photons produced by spontaneous parametric
down-conversion (SPDC) have already demonstrated entanglement swapping[3-6],
but here we present its first realization using continuous wave (CW) sources,
as originally proposed[2]. The challenge was to achieve sufficiently sharp
synchronization of the photons in the BSM. Using narrow-band filters, the
coherence time of the photons that undergo the BSM is significantly increased,
exceeding the temporal resolution of the detectors. Hence pulsed sources can be
replaced by CW sources, which do not require any synchronization[6,7], allowing
for the first time the use of completely autonomous sources. Our experiment
exploits recent progress in the time precision of photon detectors, in the
efficiency of photon pair production by SPDC with waveguides in nonlinear
crystals[8], and in the stability of narrow-band filters. This approach is
independent of the form of entanglement; we employed time-bin entangled
photons[9] at telecom wavelengths. Our setup is robust against thermal or
mechanical fluctuations in optical fibres thanks to cm-long coherence lengths.
","[['Halder', 'Matthaeus', ''], ['Beveratos', 'Alexios', ''], ['Gisin', 'Nicolas', ''], ['Scarani', 'Valerio', ''], ['Simon', 'Christoph', ''], ['Zbinden', 'Hugo', '']]",13.0
0704.0759,Energy conservation and Onsager's conjecture for the Euler equations,,,,,['math.AP'],,"  Onsager conjectured that weak solutions of the Euler equations for
incompressible fluids in 3D conserve energy only if they have a certain minimal
smoothness, (of order of 1/3 fractional derivatives) and that they dissipate
energy if they are rougher. In this paper we prove that energy is conserved for
velocities in the function space $B^{1/3}_{3,c(\NN)}$. We show that this space
is sharp in a natural sense. We phrase the energy spectrum in terms of the
Littlewood-Paley decomposition and show that the energy flux is controlled by
local interactions. This locality is shown to hold also for the helicity flux;
moreover, every weak solution of the Euler equations that belongs to
$B^{2/3}_{3,c(\NN)}$ conserves helicity. In contrast, in two dimensions, the
strong locality of the enstrophy holds only in the ultraviolet range.
","[['Cheskidov', 'A.', ''], ['Constantin', 'P.', ''], ['Friedlander', 'S.', ''], ['Shvydkoy', 'R.', '']]",
0704.0760,"Search for Heavy, Long-Lived Particles that Decay to Photons at CDF II","7 pages, 3 figures, to be submitted to Phys. Rev. Lett","Phys.Rev.Lett.99:121801,2007",10.1103/PhysRevLett.99.121801,,['hep-ex'],,"  We present the first search for heavy, long-lived particles that decay to
photons at a hadron collider. We use a sample of photon+jet+missing transverse
energy events in p-pbar collisions at \sqrt{s}=1.96 TeV taken with the CDF II
detector. Candidate events are selected based on the arrival time of the photon
at the detector. Using an integrated luminosity of 570 pb-1 of collision data,
we observe 2 events, consistent with the background estimate of 1.3+-0.7
events. While our search strategy does not rely on model-specific dynamics, we
set cross section limits in a supersymmetric model with
\tilde{\chi}_1^0->\gamma\gravitino and place the world-best 95% C.L. lower
limit on the \tilde{\chi}_1^0 mass of 101 GeV/c^2 at \tau_{\tilde{\chi}_1^0} =
5 ns.
","[['al.', 'A. Abulencia et', '', 'CDF Collaboration']]",7.0
0704.0761,Failure of the work-Hamiltonian connection for free energy calculations,,,10.1103/PhysRevLett.100.020601,,"['cond-mat.stat-mech', 'cond-mat.soft', 'physics.chem-ph']",,"  Extensions of statistical mechanics are routinely being used to infer free
energies from the work performed over single-molecule nonequilibrium
trajectories. A key element of this approach is the ubiquitous expression
dW/dt=\partial H(x,t)/ \partial t which connects the microscopic work W
performed by a time-dependent force on the coordinate x with the corresponding
Hamiltonian H(x,t) at time t. Here we show that this connection, as pivotal as
it is, cannot be used to estimate free energy changes. We discuss the
implications of this result for single-molecule experiments and atomistic
molecular simulations and point out possible avenues to overcome these
limitations.
","[['Vilar', 'Jose M. G.', ''], ['Rubi', 'J. Miguel', '']]",
0704.0762,"Dependence of the Critical Adsorption Point on Surface and Sequence
  Disorders for Self-Avoiding Walks Interacting with a Planar Surface","29 pages, 8 figures",,10.1021/ma070235w,,['cond-mat.stat-mech'],,"  The critical adsorption point (CAP) of self-avoiding walks (SAW) interacting
with a planar surface with surface disorder or sequence disorder has been
studied. We present theoretical equations, based on ones previously developed
by Soteros and Whittington (J. Phys. A.: Math. Gen. 2004, 37, R279-R325), that
describe the dependence of CAP on the disorders along with Monte Carlo
simulation data that are in agreement with the equations. We also show
simulation results that deviate from the equations when the approximations used
in the theory break down. Such knowledge is the first step toward understanding
the correlation of surface disorder and sequence disorder during polymer
adsorption.
","[['Ziebarth', 'Jesse D.', ''], ['Wang', 'Yongmei', ''], ['Polotsky', 'Alexey', ''], ['Luo', 'Mengbo', '']]",29.0
0704.0763,Coherent control of atomic tunneling,"6 pages revtex, 4 figures, extended version including numerical
  results taking into account higher vibrationnal levels","J. Phys. B: At. Mol. Opt. Phys. 41, 115502 (2008)",10.1088/0953-4075/41/11/115502,,['quant-ph'],,"  We study the tunneling of a two-level atom in a double well potential while
the atom is coupled to a single electromagnetic field mode of a cavity. The
coupling between internal and external degrees of freedom, due to the
mechanical effect on the atom from photon emission into the cavity mode, can
dramatically change the tunneling behavior. We predict that in general the
tunneling process becomes quasiperiodic. In a certain regime of parameters a
collapse and revival of the tunneling occurs. Accessing the internal degrees of
freedom of the atom with a laser allows to coherently manipulate the atom
position, and in particular to prepare the atom in one of the two wells. The
effects described should be observable with atoms in an optical double well
trap.
","[['Martin', 'John', ''], ['Braun', 'Daniel', '']]",6.0
0704.0764,"Correlation functions and excitation spectrum of the frustrated
  ferromagnetic spin-1/2 chain in an external magnetic field",6 pages,"Phys. Rev. B 76, 174420 (2007)",10.1103/PhysRevB.76.174420,,['cond-mat.str-el'],,"  Magnetic field effects on the one-dimensional frustrated ferromagnetic chain
are studied by means of effective field theory approaches in combination with
numerical calculations utilizing Lanczos diagonalization and the density matrix
renormalization group method. The nature of the ground state is shown to change
from a spin-density-wave region to a nematic-like one upon approaching the
saturation magnetization. The excitation spectrum is analyzed and the behavior
of the single spin-flip excitation gap is studied in detail, including the
emergent finite-size corrections.
","[['Vekua', 'T.', ''], ['Honecker', 'A.', ''], ['Mikeska', 'H. -J.', ''], ['Heidrich-Meisner', 'F.', '']]",6.0
0704.0765,"Evidence of Spatially Inhomogeous Pairing on the Insulating Side of a
  Disorder-Tuned Superconductor-Insulator Transition","Revised title and content/argument. Totals: 4 pages, 3 figures",,10.1103/PhysRevB.78.014506,,['cond-mat.supr-con'],,"  Measurements of transport properties of amorphous insulating indium oxide
thin films have been interpreted as evidence of the presence of superconducting
islands on the insulating side of a disorder-tuned superconductor-insulator
transition. Although the films are not granular, the behavior is similar to
that observed in granular films. The results support theoretical models in
which the destruction of superconductivity by disorder produces spatially
inhomogenous pairing with a spectral gap.
","[['Tan', 'K. H. Sarwa B.', ''], ['Parendo', 'Kevin A.', ''], ['Goldman', 'A. M.', '']]",4.0
0704.0766,Local de Broglie-Bohm Trajectories from Entangled Wavefunctions,"11 pages, no figures v2: fix minor grammatical infelicities, added
  some references",,,,['quant-ph'],,"  We present a local interpretation of what is usually considered to be a
nonlocal de Broglie-Bohm trajectory prescription for an entangled singlet state
of massive particles. After reviewing various meanings of the term
``nonlocal'', we show that by using appropriately retarded wavefunctions (i.e.,
the locality loophole) this local model can violate Bell's inequality, without
making any appeal to detector inefficiencies.
  We analyze a possible experimental configuration appropriate to massive
two-particle singlet wavefunctions and find that as long as the particles are
not ultra-relativistic, a locality loophole exists and Dirac wave(s) can
propagate from Alice or Bob's changing magnetic field, through space, to the
other detector, arriving before the particle and thereby allowing a local
interpretation to the 2-particle de Broglie-Bohm trajectories.
  We also propose a physical effect due to changing magnetic fields in a
Stern-Gerlach EPR setup that will throw away events and create a detector
loophole in otherwise perfectly efficient detectors, an effect that is only
significant for near-luminal particles that might otherwise close the locality
loophole.
","[['Clover', 'Michael', '']]",11.0
0704.0767,Ground-based Microlensing Surveys,"8 pages, 4 figures, white paper submitted to the NASA/NSF Exoplanet
  Task Force",,,,['astro-ph'],,"  Microlensing is a proven extrasolar planet search method that has already
yielded the detection of four exoplanets. These detections have changed our
understanding of planet formation ``beyond the snowline'' by demonstrating that
Neptune-mass planets with separations of several AU are common. Microlensing is
sensitive to planets that are generally inaccessible to other methods, in
particular cool planets at or beyond the snowline, very low-mass (i.e.
terrestrial) planets, planets orbiting low-mass stars, free-floating planets,
and even planets in external galaxies. Such planets can provide critical
constraints on models of planet formation, and therefore the next generation of
extrasolar planet searches should include an aggressive and well-funded
microlensing component. When combined with the results from other complementary
surveys, next generation microlensing surveys can yield an accurate and
complete census of the frequency and properties of planets, and in particular
low-mass terrestrial planets.
","[['Gould', 'Andrew', '', 'OSU'], ['Gaudi', 'B. Scott', '', 'OSU'], ['Bennett', 'David P.', '', 'Notre\n  Dame']]",8.0
0704.0768,"The luminous infrared composite Seyfert 2 galaxy NGC 7679 through the [O
  III] 5007 emission line","Accepted for publication in A&A, 9 pages, 6 figures","Astronomy and Astrophysics, Volume 469, Issue 3, July III 2007,
  pp.891-898",10.1051/0004-6361:20077440,,['astro-ph'],,"  NGC 7679 is a nearby luminous infrared Sy2 galaxy in which starburst and AGN
activities co-exist. The ionization structure is maintained by both the AGN
power-law continuum and starburst. The galaxy is a bright X-ray source
possessing a low X-ray column density N_H < 4 x 10^20 cm^{-2}. The Compton-thin
nature of such unabsorbed objects infers that the simple formulation of the
Unified model for SyGs is not applicable in their case. The main goal of this
article is to investigate both gas distribution and ionization structure in the
circumnuclear region of NGC 7679 in search for the presence of a hidden Sy1
nucleus, using the [O III] 5007 luminosity as a tracer of AGN activity. The [O
III] 5007 image of the NGC 7679 shows elliptical isophotes extended along the
PA ~ 80 deg in the direction to the counterpart galaxy NGC 7682. The maximum of
ionization by the AGN power-law continuum traced by [O III] 5007/Halpha ratio
is displaced by ~ 13 arcsec eastward from the nucleus. We conclude that the
dust and gas in the high ionization direction has a direct view to the central
AGN engine. This possibly results in dust/star-formation decay. A large
fraction of the unabsorbed Compton-thin Sy2s with [O III] luminosity > 10^41
erg s^{-1} possesses a hidden AGN source (abridged).
","[['Yankulova', 'I. M.', ''], ['Golev', 'V. K.', ''], ['Jockers', 'K.', '']]",9.0
0704.0769,The Fermionic Density-functional at Feshbach Resonance,"Five pages, one table. accepted for publication in PRA",,10.1103/PhysRevA.75.052509,,['cond-mat.other'],,"  We consider a dilute gas of neutral unpolarized fermionic atoms at zero
temperature.The atoms interact via a short range (tunable) attractive
interaction. We demonstrate analytically a curious property of the gas at
unitarity. Namely, the correlation energy of the gas, evaluated by second order
perturbation theory, has the same density dependence as the first order
exchange energy, and the two almost exactly cancel each other at Feshbach
resonance irrespective of the shape of the potential, provided $(\mu r_s) >>
1$. Here $(\mu)^{-1}$ is the range of the two-body potential, and $r_s$ is
defined through the number density $n=3/(4\pi r_s^3)$. The implications of this
result for universality is discussed.
","[['Seidl', 'Michael', ''], ['Bhaduri', 'Rajat K.', '']]",
0704.0770,Chemical Evolution,"56 pages, Lectures delivered at the XVIII Canarie Winter School on
  ""Emission Lines Universe""",,,,['astro-ph'],,"  In this series of lectures we first describe the basic ingredients of
galactic chemical evolution and discuss both analytical and numerical models.
Then we compare model results for the Milky Way, Dwarf Irregulars, Quasars and
the Intra-Cluster- Medium with abundances derived from emission lines. These
comparisons allow us to put strong constraints on the stellar nucleosynthesis
and the mechanisms of galaxy formation.
","[['Matteucci', 'Francesca', '']]",56.0
0704.0771,Suppression of 1/f noise in one-qubit systems,"8 pages, 7 figures","Phys. Rev. A 77, 032334 (2008)",10.1103/PhysRevA.77.032334,,['quant-ph'],,"  We investigate the generation of quantum operations for one-qubit systems
under classical noise with 1/f^\alpha power spectrum, where 2>\alpha > 0. We
present an efficient way to approximate the noise with a discrete multi-state
Markovian fluctuator. With this method, the average temporal evolution of the
qubit density matrix under 1/f^\alpha noise can be feasibly determined from
recently derived deterministic master equations. We obtain qubit operations
such as quantum memory and the NOT}gate to high fidelity by a gradient based
optimization algorithm. For the NOT gate, the computed fidelities are
qualitatively similar to those obtained earlier for random telegraph noise. In
the case of quantum memory however, we observe a nonmonotonic dependency of the
fidelity on the operation time, yielding a natural access rate of the memory.
","[['Kuopanportti', 'Pekko', ''], ['Mottonen', 'Mikko', ''], ['Bergholm', 'Ville', ''], ['Saira', 'Olli-Pentti', ''], ['Zhang', 'Jun', ''], ['Whaley', 'K. Birgitta', '']]",8.0
0704.0772,"Stability of a colocated finite volume scheme for the incompressible
  Navier-Stokes equations",preprint; 18 pages; no figures,,,,['math.NA'],,"  We introduce a finite volume scheme for the two-dimensional incompressible
Navier-Stokes equations. We use a triangular mesh. The unknowns for the
velocity and pressure are both piecewise constant (colocated scheme). We use a
projection (fractional-step) method to deal with the incompressibility
constraint. We prove that the differential operators in the Navier-Stokes
equations and their discrete counterparts share similar properties. In
particular, we state an inf-sup (Babuska-Brezzi) condition. We infer from it
the stability of the scheme.
","[['Zimmermann', 'Sebastien', '']]",18.0
